date,oil,copper,沪深300指数,恒生指数,恒生科技指数
2001/1/15,#N/A,1800.75,#N/A,15293.76,#N/A
2001/1/16,#N/A,1754,#N/A,15363.15,#N/A
2001/1/17,#N/A,1776,#N/A,15261.48,#N/A
2001/1/18,#N/A,1835,#N/A,15528.75,#N/A
2001/1/19,#N/A,1823,#N/A,15933.55,#N/A
2001/1/22,#N/A,1834.75,#N/A,16099.27,#N/A
2001/1/23,#N/A,1828,#N/A,16044.21,#N/A
2001/1/24,#N/A,1799.75,#N/A,#N/A,#N/A
2001/1/25,#N/A,1801.5,#N/A,#N/A,#N/A
2001/1/26,#N/A,1796,#N/A,#N/A,#N/A
2001/1/29,#N/A,1781.5,#N/A,16099.82,#N/A
2001/1/30,#N/A,1791,#N/A,15893.07,#N/A
2001/1/31,#N/A,1799.75,#N/A,16102.35,#N/A
2001/2/1,#N/A,1804.75,#N/A,16163.99,#N/A
2001/2/2,#N/A,1795,#N/A,16071.29,#N/A
2001/2/5,#N/A,1777,#N/A,15830.84,#N/A
2001/2/6,#N/A,1774,#N/A,15913.24,#N/A
2001/2/7,#N/A,1778,#N/A,16049.47,#N/A
2001/2/8,#N/A,1779.5,#N/A,15909.4,#N/A
2001/2/9,#N/A,1763.5,#N/A,15873.28,#N/A
2001/2/12,#N/A,1761,#N/A,15693.11,#N/A
2001/2/13,#N/A,1778.25,#N/A,15842.72,#N/A
2001/2/14,#N/A,1765.25,#N/A,15860.42,#N/A
2001/2/15,#N/A,1784.5,#N/A,15756.37,#N/A
2001/2/16,#N/A,1777,#N/A,15630.31,#N/A
2001/2/19,#N/A,1762.75,#N/A,15490.96,#N/A
2001/2/20,#N/A,1761.5,#N/A,15527.36,#N/A
2001/2/21,#N/A,1742.5,#N/A,15351.51,#N/A
2001/2/22,#N/A,1735,#N/A,15098.64,#N/A
2001/2/23,#N/A,1728,#N/A,15280.56,#N/A
2001/2/26,#N/A,1749.75,#N/A,15230.22,#N/A
2001/2/27,#N/A,1747.25,#N/A,14834.73,#N/A
2001/2/28,#N/A,1758,#N/A,14787.87,#N/A
2001/3/1,#N/A,1786.5,#N/A,14360.56,#N/A
2001/3/2,#N/A,1793,#N/A,13966.43,#N/A
2001/3/5,#N/A,1820.25,#N/A,14135.26,#N/A
2001/3/6,#N/A,1824.5,#N/A,14321.05,#N/A
2001/3/7,#N/A,1804,#N/A,14177.36,#N/A
2001/3/8,#N/A,1779.5,#N/A,14208.95,#N/A
2001/3/9,#N/A,1790.25,#N/A,14194.35,#N/A
2001/3/12,#N/A,1777.25,#N/A,13776.72,#N/A
2001/3/13,#N/A,1763.5,#N/A,13493.03,#N/A
2001/3/14,#N/A,1748.25,#N/A,13330.84,#N/A
2001/3/15,#N/A,1747.25,#N/A,13504.17,#N/A
2001/3/16,#N/A,1729,#N/A,13522.04,#N/A
2001/3/19,#N/A,1712.75,#N/A,13457.69,#N/A
2001/3/20,#N/A,1724.75,#N/A,13223.86,#N/A
2001/3/21,#N/A,1710,#N/A,13154.44,#N/A
2001/3/22,#N/A,1694,#N/A,12621.85,#N/A
2001/3/23,#N/A,1701,#N/A,12583.36,#N/A
2001/3/26,#N/A,1694.5,#N/A,12950.49,#N/A
2001/3/27,#N/A,1709.5,#N/A,12707.9,#N/A
2001/3/28,#N/A,1680.5,#N/A,12851.41,#N/A
2001/3/29,#N/A,1677,#N/A,12677.89,#N/A
2001/3/30,#N/A,1660.25,#N/A,12760.64,#N/A
2001/4/2,#N/A,1656.5,#N/A,12727.3,#N/A
2001/4/3,#N/A,1649.25,#N/A,12584.22,#N/A
2001/4/4,#N/A,1667,#N/A,12063.71,#N/A
2001/4/5,#N/A,1674,#N/A,#N/A,#N/A
2001/4/6,#N/A,1637,#N/A,12386.61,#N/A
2001/4/9,#N/A,1652.25,#N/A,12202.1,#N/A
2001/4/10,#N/A,1673,#N/A,12213.67,#N/A
2001/4/11,#N/A,1670,#N/A,12706.43,#N/A
2001/4/12,#N/A,1672.25,#N/A,12989.47,#N/A
2001/4/17,#N/A,1662,#N/A,12606.45,#N/A
2001/4/18,#N/A,1701.75,#N/A,12972.8,#N/A
2001/4/19,#N/A,1676.25,#N/A,13548.95,#N/A
2001/4/20,#N/A,1687,#N/A,13448.13,#N/A
2001/4/23,#N/A,1657,#N/A,13311.5,#N/A
2001/4/24,#N/A,1655,#N/A,13274.61,#N/A
2001/4/25,#N/A,1670.25,#N/A,13249.55,#N/A
2001/4/26,#N/A,1667.5,#N/A,13293.11,#N/A
2001/4/27,#N/A,1659.5,#N/A,13386.04,#N/A
2001/4/30,#N/A,1670.75,#N/A,#N/A,#N/A
2001/5/1,#N/A,1690.75,#N/A,#N/A,#N/A
2001/5/2,#N/A,1707.25,#N/A,13814.24,#N/A
2001/5/3,#N/A,1710.75,#N/A,13718.14,#N/A
2001/5/4,#N/A,1690.5,#N/A,13390.99,#N/A
2001/5/8,#N/A,1670,#N/A,13540.81,#N/A
2001/5/9,#N/A,1652,#N/A,13585.14,#N/A
2001/5/10,#N/A,1654,#N/A,13604.8,#N/A
2001/5/11,#N/A,1661.25,#N/A,13636.61,#N/A
2001/5/14,#N/A,1639,#N/A,13259.17,#N/A
2001/5/15,#N/A,1648,#N/A,13250.09,#N/A
2001/5/16,#N/A,1653.5,#N/A,13335.95,#N/A
2001/5/17,#N/A,1668,#N/A,13637.87,#N/A
2001/5/18,#N/A,1697,#N/A,13459.18,#N/A
2001/5/21,#N/A,1734.25,#N/A,13721.27,#N/A
2001/5/22,#N/A,1715,#N/A,13877.95,#N/A
2001/5/23,#N/A,1711.25,#N/A,13839.1,#N/A
2001/5/24,#N/A,1732.5,#N/A,13810.6,#N/A
2001/5/25,#N/A,1722.5,#N/A,13753.99,#N/A
2001/5/29,#N/A,1694.75,#N/A,13629.61,#N/A
2001/5/30,#N/A,1685.75,#N/A,13420.13,#N/A
2001/5/31,#N/A,1656,#N/A,13174.41,#N/A
2001/6/1,#N/A,1654.5,#N/A,13141.38,#N/A
2001/6/4,#N/A,1649.75,#N/A,13207.49,#N/A
2001/6/5,#N/A,1672,#N/A,13451.87,#N/A
2001/6/6,#N/A,1668.1,#N/A,13576.01,#N/A
2001/6/7,#N/A,1655.5,#N/A,13703.43,#N/A
2001/6/8,#N/A,1629,#N/A,13808.89,#N/A
2001/6/11,#N/A,1620,#N/A,13675.49,#N/A
2001/6/12,#N/A,1601.75,#N/A,13526.68,#N/A
2001/6/13,#N/A,1601,#N/A,13523.31,#N/A
2001/6/14,#N/A,1613.75,#N/A,13248.89,#N/A
2001/6/15,#N/A,1592.75,#N/A,13102.5,#N/A
2001/6/18,#N/A,1592.75,#N/A,12948.78,#N/A
2001/6/19,#N/A,1610,#N/A,13133.66,#N/A
2001/6/20,#N/A,1590.5,#N/A,12918.71,#N/A
2001/6/21,#N/A,1593.5,#N/A,13187.45,#N/A
2001/6/22,#N/A,1598,#N/A,13174.02,#N/A
2001/6/25,#N/A,1584,#N/A,#N/A,#N/A
2001/6/26,#N/A,1582.25,#N/A,12961.97,#N/A
2001/6/27,#N/A,1593.5,#N/A,13004.21,#N/A
2001/6/28,#N/A,1566.75,#N/A,12827.82,#N/A
2001/6/29,#N/A,1550.5,#N/A,13042.53,#N/A
2001/7/2,#N/A,1570.75,#N/A,#N/A,#N/A
2001/7/3,#N/A,1569,#N/A,13184.75,#N/A
2001/7/4,#N/A,1556.25,#N/A,13207.53,#N/A
2001/7/5,#N/A,1546.5,#N/A,12999.48,#N/A
2001/7/6,#N/A,1551.5,#N/A,#N/A,#N/A
2001/7/9,#N/A,1548.85,#N/A,12690.68,#N/A
2001/7/10,#N/A,1555.35,#N/A,12713.9,#N/A
2001/7/11,#N/A,1556.6,#N/A,12527.9,#N/A
2001/7/12,#N/A,1543,#N/A,12660.2,#N/A
2001/7/13,#N/A,1542.35,#N/A,12612.79,#N/A
2001/7/16,#N/A,1544.25,#N/A,12624.53,#N/A
2001/7/17,#N/A,1565,#N/A,12495.25,#N/A
2001/7/18,#N/A,1545,#N/A,12427.19,#N/A
2001/7/19,#N/A,1514.75,#N/A,12279.82,#N/A
2001/7/20,#N/A,1518.75,#N/A,12301.68,#N/A
2001/7/23,#N/A,1484.5,#N/A,12236.45,#N/A
2001/7/24,#N/A,1491,#N/A,12214.1,#N/A
2001/7/25,#N/A,1469.5,#N/A,#N/A,#N/A
2001/7/26,#N/A,1485.3,#N/A,12039.82,#N/A
2001/7/27,#N/A,1478,#N/A,12182.17,#N/A
2001/7/30,#N/A,1474.25,#N/A,12086.66,#N/A
2001/7/31,#N/A,1478.5,#N/A,12316.69,#N/A
2001/8/1,#N/A,1479.5,#N/A,12478.74,#N/A
2001/8/2,#N/A,1488.5,#N/A,12466.37,#N/A
2001/8/3,#N/A,1468.5,#N/A,12269.08,#N/A
2001/8/6,#N/A,1461,#N/A,12148.81,#N/A
2001/8/7,#N/A,1455.25,#N/A,12007.19,#N/A
2001/8/8,#N/A,1442.4,#N/A,11958.01,#N/A
2001/8/9,#N/A,1437.75,#N/A,11716.77,#N/A
2001/8/10,#N/A,1438.4,#N/A,11765.81,#N/A
2001/8/13,#N/A,1433.75,#N/A,11694.29,#N/A
2001/8/14,#N/A,1445.25,#N/A,11991.01,#N/A
2001/8/15,#N/A,1435.5,#N/A,12141.63,#N/A
2001/8/16,#N/A,1459.25,#N/A,11832.44,#N/A
2001/8/17,#N/A,1487.75,#N/A,11754.81,#N/A
2001/8/20,#N/A,1482.75,#N/A,11458.7,#N/A
2001/8/21,#N/A,1466,#N/A,11440.35,#N/A
2001/8/22,#N/A,1477.25,#N/A,11188.57,#N/A
2001/8/23,#N/A,1494,#N/A,11345.38,#N/A
2001/8/24,#N/A,1493.25,#N/A,11110.3,#N/A
2001/8/28,#N/A,1496.5,#N/A,11300.53,#N/A
2001/8/29,#N/A,1502.25,#N/A,11242.41,#N/A
2001/8/30,#N/A,1479.75,#N/A,11315.63,#N/A
2001/8/31,#N/A,1477,#N/A,11090.48,#N/A
2001/9/3,#N/A,1447.5,#N/A,10902.64,#N/A
2001/9/4,#N/A,1460,#N/A,11136.86,#N/A
2001/9/5,#N/A,1458.75,#N/A,10943.14,#N/A
2001/9/6,#N/A,1434,#N/A,10664.32,#N/A
2001/9/7,#N/A,1423,#N/A,10384.2,#N/A
2001/9/10,#N/A,1422,#N/A,10366.32,#N/A
2001/9/11,#N/A,1447.5,#N/A,10417.36,#N/A
2001/9/12,#N/A,1420.75,#N/A,9493.62,#N/A
2001/9/13,#N/A,1417.5,#N/A,9569.21,#N/A
2001/9/14,#N/A,1435,#N/A,9655.45,#N/A
2001/9/17,#N/A,1418,#N/A,9319.35,#N/A
2001/9/18,#N/A,1420.5,#N/A,9307.9,#N/A
2001/9/19,#N/A,1410,#N/A,9558.15,#N/A
2001/9/20,#N/A,1407.5,#N/A,9317.98,#N/A
2001/9/21,#N/A,1427.5,#N/A,8934.2,#N/A
2001/9/24,#N/A,1421.25,#N/A,9284.5,#N/A
2001/9/25,#N/A,1416.75,#N/A,9210.06,#N/A
2001/9/26,#N/A,1422.5,#N/A,9371.75,#N/A
2001/9/27,#N/A,1425,#N/A,9600.79,#N/A
2001/9/28,#N/A,1412.5,#N/A,9950.7,#N/A
2001/10/1,#N/A,1407.5,#N/A,#N/A,#N/A
2001/10/2,#N/A,1404.5,#N/A,#N/A,#N/A
2001/10/3,#N/A,1387,#N/A,9897.14,#N/A
2001/10/4,#N/A,1391.75,#N/A,10286.39,#N/A
2001/10/5,#N/A,1384.4,#N/A,10277.38,#N/A
2001/10/8,#N/A,1392,#N/A,9967.83,#N/A
2001/10/9,#N/A,1385.6,#N/A,10358.93,#N/A
2001/10/10,#N/A,1379.5,#N/A,10298.24,#N/A
2001/10/11,#N/A,1384.9,#N/A,10522.61,#N/A
2001/10/12,#N/A,1390.75,#N/A,10274.13,#N/A
2001/10/15,#N/A,1383.5,#N/A,10130.59,#N/A
2001/10/16,#N/A,1394.5,#N/A,10148.49,#N/A
2001/10/17,#N/A,1394.5,#N/A,10260.81,#N/A
2001/10/18,#N/A,1371.5,#N/A,9880.61,#N/A
2001/10/19,#N/A,1351.5,#N/A,9825.84,#N/A
2001/10/22,#N/A,1346,#N/A,9797.54,#N/A
2001/10/23,#N/A,1370.75,#N/A,10219.84,#N/A
2001/10/24,#N/A,1351.5,#N/A,10243.46,#N/A
2001/10/25,#N/A,1357.25,#N/A,10243.46,#N/A
2001/10/26,#N/A,1375.1,#N/A,10404.74,#N/A
2001/10/29,#N/A,1355,#N/A,10178.09,#N/A
2001/10/30,#N/A,1369.8,#N/A,10076.43,#N/A
2001/10/31,#N/A,1350.85,#N/A,10073.97,#N/A
2001/11/1,#N/A,1341.25,#N/A,10158.85,#N/A
2001/11/2,#N/A,1332.75,#N/A,10186.06,#N/A
2001/11/5,#N/A,1337.6,#N/A,10430.72,#N/A
2001/11/6,#N/A,1340.5,#N/A,10356.05,#N/A
2001/11/7,#N/A,1318.25,#N/A,10269.79,#N/A
2001/11/8,#N/A,1340.5,#N/A,10538.62,#N/A
2001/11/9,#N/A,1339.5,#N/A,10609.25,#N/A
2001/11/12,#N/A,1409.25,#N/A,10592.45,#N/A
2001/11/13,#N/A,1464.25,#N/A,10662.84,#N/A
2001/11/14,#N/A,1459.25,#N/A,10950.04,#N/A
2001/11/15,#N/A,1445.25,#N/A,11239.39,#N/A
2001/11/16,#N/A,1479,#N/A,11287.37,#N/A
2001/11/19,#N/A,1477.1,#N/A,11360.26,#N/A
2001/11/20,#N/A,1461.75,#N/A,11225.79,#N/A
2001/11/21,#N/A,1465.5,#N/A,11173.92,#N/A
2001/11/22,#N/A,1451.5,#N/A,11253.3,#N/A
2001/11/23,#N/A,1461.75,#N/A,11322.36,#N/A
2001/11/26,#N/A,1494,#N/A,11391.96,#N/A
2001/11/27,#N/A,1517.75,#N/A,11261.54,#N/A
2001/11/28,#N/A,1517.5,#N/A,11066.19,#N/A
2001/11/29,#N/A,1548.75,#N/A,11090.74,#N/A
2001/11/30,#N/A,1551.5,#N/A,11279.25,#N/A
2001/12/3,#N/A,1521,#N/A,11155.15,#N/A
2001/12/4,#N/A,1513.5,#N/A,11427.28,#N/A
2001/12/5,#N/A,1499.25,#N/A,11678.44,#N/A
2001/12/6,#N/A,1494.75,#N/A,11745.84,#N/A
2001/12/7,#N/A,1467.5,#N/A,11832.18,#N/A
2001/12/10,#N/A,1464.15,#N/A,11784.92,#N/A
2001/12/11,#N/A,1481,#N/A,11693.05,#N/A
2001/12/12,#N/A,1453,#N/A,11847.06,#N/A
2001/12/13,#N/A,1450,#N/A,11529.54,#N/A
2001/12/14,#N/A,1451.5,#N/A,11466.11,#N/A
2001/12/17,#N/A,1466,#N/A,11465.78,#N/A
2001/12/18,#N/A,1471,#N/A,11486.93,#N/A
2001/12/19,#N/A,1458.75,#N/A,11565.23,#N/A
2001/12/20,#N/A,1454.8,#N/A,11601.14,#N/A
2001/12/21,#N/A,1462,#N/A,11158.1,#N/A
2001/12/27,#N/A,1469.75,#N/A,11359.5,#N/A
2001/12/28,#N/A,1460.45,#N/A,11431.59,#N/A
2002/1/2,#N/A,1421,#N/A,11350.85,#N/A
2002/1/3,#N/A,1427.9,#N/A,11423.52,#N/A
2002/1/4,#N/A,1446.25,1316.46,11702.15,#N/A
2002/1/7,#N/A,1516,1302.08,11892.64,#N/A
2002/1/8,#N/A,1525.7,1292.71,11713.71,#N/A
2002/1/9,#N/A,1541.5,1272.65,11440.72,#N/A
2002/1/10,#N/A,1521.5,1281.26,11256.07,#N/A
2002/1/11,#N/A,1510.5,1249.81,11166.46,#N/A
2002/1/14,#N/A,1525.25,1205.15,11209.43,#N/A
2002/1/15,#N/A,1513,1186.43,11013.59,#N/A
2002/1/16,#N/A,1525.8,1201.88,10964.09,#N/A
2002/1/17,#N/A,1520.25,1152.15,11013.84,#N/A
2002/1/18,#N/A,1501.5,1149.48,10972.96,#N/A
2002/1/21,#N/A,1508.85,1108.61,11000.25,#N/A
2002/1/22,#N/A,1508.25,1109.99,10797.69,#N/A
2002/1/23,#N/A,1526,1183.15,10762.14,#N/A
2002/1/24,#N/A,1537,1189.58,10741.46,#N/A
2002/1/25,#N/A,1528.75,1189.43,10772.96,#N/A
2002/1/28,#N/A,1513,1112.84,10767.46,#N/A
2002/1/29,#N/A,1507.25,1140.38,11014.24,#N/A
2002/1/30,#N/A,1505.75,1145.86,10756.96,#N/A
2002/1/31,#N/A,1550,1221.76,10725.3,#N/A
2002/2/1,#N/A,1579.5,1215.74,10691.25,#N/A
2002/2/4,#N/A,1573,1236.97,10721.32,#N/A
2002/2/5,#N/A,1572,1246.84,10609.19,#N/A
2002/2/6,#N/A,1564.25,1216.79,10592.39,#N/A
2002/2/7,#N/A,1571.5,1241.02,10409.68,#N/A
2002/2/8,#N/A,1580,1235.09,10518.99,#N/A
2002/2/11,#N/A,1564.75,#N/A,10832.74,#N/A
2002/2/12,#N/A,1570.75,#N/A,#N/A,#N/A
2002/2/13,#N/A,1605.5,#N/A,#N/A,#N/A
2002/2/14,#N/A,1599.5,#N/A,#N/A,#N/A
2002/2/15,#N/A,1583.1,#N/A,10961.88,#N/A
2002/2/18,#N/A,1570.75,#N/A,11002.81,#N/A
2002/2/19,#N/A,1541.75,#N/A,10840.49,#N/A
2002/2/20,#N/A,1530.75,#N/A,10749.06,#N/A
2002/2/21,#N/A,1544.5,#N/A,10788.9,#N/A
2002/2/22,#N/A,1522,#N/A,10664.94,#N/A
2002/2/25,#N/A,1527,1254.61,10496.02,#N/A
2002/2/26,#N/A,1525,1253.12,10547.13,#N/A
2002/2/27,#N/A,1555.25,1256,10648.71,#N/A
2002/2/28,#N/A,1546.5,1244.6,10482.55,#N/A
2002/3/1,#N/A,1570.25,1227.23,10425.31,#N/A
2002/3/4,#N/A,1586.25,1245.87,10704.12,#N/A
2002/3/5,#N/A,1584.25,1275.61,10985.84,#N/A
2002/3/6,#N/A,1603.75,1288.44,11003,#N/A
2002/3/7,#N/A,1604.75,1328.39,11188.07,#N/A
2002/3/8,#N/A,1606.5,1351.85,11233.23,#N/A
2002/3/11,#N/A,1599.85,1377.04,11318.87,#N/A
2002/3/12,#N/A,1590.25,1362.4,11273.86,#N/A
2002/3/13,#N/A,1588,1343.14,11217.5,#N/A
2002/3/14,#N/A,1599.75,1376.33,11303.7,#N/A
2002/3/15,#N/A,1606.75,1338.7,11210.25,#N/A
2002/3/18,#N/A,1639.5,1341.91,11230.64,#N/A
2002/3/19,#N/A,1648,1368.38,11222.83,#N/A
2002/3/20,#N/A,1643,1382.42,11036.6,#N/A
2002/3/21,#N/A,1628.75,1385.79,10829.73,#N/A
2002/3/22,#N/A,1609.5,1369.9,10863.07,#N/A
2002/3/25,#N/A,1587.5,1373.01,10836.64,#N/A
2002/3/26,#N/A,1601,1350.01,10786.92,#N/A
2002/3/27,#N/A,1617.5,1354.1,10987.88,#N/A
2002/3/28,#N/A,1632.75,1352.53,11032.92,#N/A
2002/3/29,#N/A,#N/A,1313.47,#N/A,#N/A
2002/4/1,#N/A,#N/A,1317.58,#N/A,#N/A
2002/4/2,#N/A,1657.5,1296.57,10878.04,#N/A
2002/4/3,#N/A,1607.25,1302.25,10833.96,#N/A
2002/4/4,#N/A,1595.75,1337.73,10831.37,#N/A
2002/4/5,#N/A,1573.25,1332.2,#N/A,#N/A
2002/4/8,#N/A,1564.25,1333.71,10723.68,#N/A
2002/4/9,#N/A,1575.5,1357.74,10733.69,#N/A
2002/4/10,#N/A,1561.75,1366.72,10643.14,#N/A
2002/4/11,#N/A,1570,1344.73,10744.91,#N/A
2002/4/12,#N/A,1550.75,1350.69,10710.48,#N/A
2002/4/15,#N/A,1545.75,1344.58,10727.98,#N/A
2002/4/16,#N/A,1577.25,1341.5,10788.53,#N/A
2002/4/17,#N/A,1597.25,1341.77,11090.58,#N/A
2002/4/18,#N/A,1584,1326.55,11217.15,#N/A
2002/4/19,#N/A,1594.5,1330.64,11252.18,#N/A
2002/4/22,#N/A,1616.75,1324.87,11139.42,#N/A
2002/4/23,#N/A,1594.5,1318.66,11345.18,#N/A
2002/4/24,#N/A,1596,1309.73,11396.57,#N/A
2002/4/25,#N/A,1593.75,1312.48,11409.29,#N/A
2002/4/26,#N/A,1602.25,1331.71,11385.08,#N/A
2002/4/29,#N/A,1607.75,1349.79,11361.49,#N/A
2002/4/30,#N/A,1594.25,1353.61,11497.58,#N/A
2002/5/1,#N/A,1570,#N/A,#N/A,#N/A
2002/5/2,#N/A,1583.75,#N/A,11780.11,#N/A
2002/5/3,#N/A,1572.75,#N/A,11797.22,#N/A
2002/5/7,#N/A,1568.75,#N/A,11795.98,#N/A
2002/5/8,#N/A,1590.5,1342.29,11768.31,#N/A
2002/5/9,#N/A,1595.5,1344.78,11700.76,#N/A
2002/5/10,#N/A,1601.75,1335.45,11645.9,#N/A
2002/5/13,#N/A,1596.5,1319.81,11733.43,#N/A
2002/5/14,#N/A,1607.75,1311.68,11690.31,#N/A
2002/5/15,#N/A,1612,1300.12,11838.36,#N/A
2002/5/16,#N/A,1595.5,1261.52,11832.77,#N/A
2002/5/17,#N/A,1572.75,1277.24,11974.61,#N/A
2002/5/20,#N/A,1574.5,1258.83,#N/A,#N/A
2002/5/21,#N/A,1579.5,1298.88,11753.29,#N/A
2002/5/22,#N/A,1578.25,1280.16,11795.2,#N/A
2002/5/23,#N/A,1596,1284.84,11624.75,#N/A
2002/5/24,#N/A,1602.5,1265.97,11626.78,#N/A
2002/5/27,#N/A,1606,1270.34,11564.73,#N/A
2002/5/28,#N/A,1634.5,1270.38,11581.58,#N/A
2002/5/29,#N/A,1627.5,1246.02,11430.66,#N/A
2002/5/30,#N/A,1626.5,1245.89,11380.61,#N/A
2002/5/31,#N/A,1641.75,1238.58,11301.94,#N/A
2002/6/3,#N/A,#N/A,1213.39,11359.8,#N/A
2002/6/4,#N/A,#N/A,1219.52,11312.55,#N/A
2002/6/5,#N/A,1679,1196.62,11402.38,#N/A
2002/6/6,#N/A,1689.5,1245.61,11380.77,#N/A
2002/6/7,#N/A,1676.75,1252.51,11284.71,#N/A
2002/6/10,#N/A,1676.5,1243.74,11288.84,#N/A
2002/6/11,#N/A,1656,1252.85,11215.02,#N/A
2002/6/12,#N/A,1651.5,1246.84,11147.97,#N/A
2002/6/13,#N/A,1652.1,1235.57,11119.33,#N/A
2002/6/14,#N/A,1648,1222.12,10955.52,#N/A
2002/6/17,#N/A,1649.85,1224.65,10832.26,#N/A
2002/6/18,#N/A,1646.5,1248.84,10852.04,#N/A
2002/6/19,#N/A,1644.5,1236.05,10673.11,#N/A
2002/6/20,#N/A,1626,1245.08,10754.41,#N/A
2002/6/21,#N/A,1618.5,1288.52,10591.86,#N/A
2002/6/24,#N/A,1613,1409.51,10657.34,#N/A
2002/6/25,#N/A,1634.5,1409.23,10608.98,#N/A
2002/6/26,#N/A,1637,1417.31,10355.92,#N/A
2002/6/27,#N/A,1641.75,1422.51,10518.09,#N/A
2002/6/28,#N/A,1669.75,1431.18,10598.55,#N/A
2002/7/1,#N/A,1665.25,1415.33,#N/A,#N/A
2002/7/2,#N/A,1646.5,1425.81,10491.76,#N/A
2002/7/3,#N/A,1636,1427.39,10579.19,#N/A
2002/7/4,#N/A,1627.5,1412.62,10765.58,#N/A
2002/7/5,#N/A,1646.75,1415.4,10806.16,#N/A
2002/7/8,#N/A,1634,1423.7,10803.45,#N/A
2002/7/9,#N/A,1644.5,1419.47,10843.15,#N/A
2002/7/10,#N/A,1641.75,1392.9,10787.54,#N/A
2002/7/11,#N/A,1623,1390.93,10558.81,#N/A
2002/7/12,#N/A,1618.05,1389.45,10648.3,#N/A
2002/7/15,#N/A,1608.25,1379.38,10581.66,#N/A
2002/7/16,#N/A,1611.5,1382.41,10421.49,#N/A
2002/7/17,#N/A,1612,1393.02,10335.12,#N/A
2002/7/18,#N/A,1600.5,1397.41,10452.55,#N/A
2002/7/19,#N/A,1571.75,1403.25,10325.46,#N/A
2002/7/22,#N/A,1552.75,1380.28,10110.25,#N/A
2002/7/23,#N/A,1526.25,1375.61,10313.89,#N/A
2002/7/24,#N/A,1506.25,1372.89,9971.99,#N/A
2002/7/25,#N/A,1517.75,1365,9884.78,#N/A
2002/7/26,#N/A,1513,1361.41,9773.12,#N/A
2002/7/29,#N/A,1523.25,1368.8,9975.99,#N/A
2002/7/30,#N/A,1506,1371.91,10155.25,#N/A
2002/7/31,#N/A,1498,1358.16,10267.36,#N/A
2002/8/1,#N/A,1489.5,1355.3,10180.02,#N/A
2002/8/2,#N/A,1482.75,1359.99,9991.72,#N/A
2002/8/5,#N/A,1457.5,1353.48,9862.33,#N/A
2002/8/6,#N/A,1479,1368.99,9700.69,#N/A
2002/8/7,#N/A,1471,1366.8,9977.74,#N/A
2002/8/8,#N/A,1479.75,1359.68,9962.24,#N/A
2002/8/9,#N/A,1482.5,1350.31,10014.06,#N/A
2002/8/12,#N/A,1470.5,1340.22,9959.92,#N/A
2002/8/13,#N/A,1479.5,1342.36,10100.06,#N/A
2002/8/14,#N/A,1459.25,1351.51,9961.35,#N/A
2002/8/15,#N/A,1502.25,1340.97,10219.71,#N/A
2002/8/16,#N/A,1478.25,1349.62,10265.04,#N/A
2002/8/19,#N/A,1473.75,1347.16,10246.96,#N/A
2002/8/20,#N/A,1484.75,1370.05,10408.01,#N/A
2002/8/21,#N/A,1477,1370.96,10402.26,#N/A
2002/8/22,#N/A,1491.25,1381.55,10424,#N/A
2002/8/23,#N/A,1489.5,1379.42,10245.69,#N/A
2002/8/26,#N/A,#N/A,1366.18,10226.33,#N/A
2002/8/27,#N/A,1504.75,1369.76,10185.52,#N/A
2002/8/28,#N/A,1501.5,1368.4,10130.25,#N/A
2002/8/29,#N/A,1493.5,1362.67,10061.15,#N/A
2002/8/30,#N/A,1493.5,1361.3,10043.87,#N/A
2002/9/2,#N/A,1498,1362.15,9896.98,#N/A
2002/9/3,#N/A,1470,1366.71,9790.68,#N/A
2002/9/4,#N/A,1476.25,1358.78,9820.33,#N/A
2002/9/5,#N/A,1465.6,1341.47,9726.03,#N/A
2002/9/6,#N/A,1473.25,1334.34,9720.86,#N/A
2002/9/9,#N/A,1494,1323.13,9723.67,#N/A
2002/9/10,#N/A,1526.5,1324.21,9885.77,#N/A
2002/9/11,#N/A,1522,1319.03,9882.35,#N/A
2002/9/12,#N/A,1518.5,1322.23,9896.33,#N/A
2002/9/13,#N/A,1508.75,1321.81,9650.97,#N/A
2002/9/16,#N/A,1486,1302.62,9505.13,#N/A
2002/9/17,#N/A,1487.5,1304.38,9707.25,#N/A
2002/9/18,#N/A,1469,1295.56,9474.07,#N/A
2002/9/19,#N/A,1462.5,1319.82,9427.79,#N/A
2002/9/20,#N/A,1471.25,1305.75,9328.22,#N/A
2002/9/23,#N/A,1461,1304.92,9314.87,#N/A
2002/9/24,#N/A,1453,1299.19,9197.68,#N/A
2002/9/25,#N/A,1460.5,1299.52,9124.91,#N/A
2002/9/26,#N/A,1468,1291.38,9270.71,#N/A
2002/9/27,#N/A,1451.5,1285.65,9294.46,#N/A
2002/9/30,#N/A,1434.5,#N/A,9072.21,#N/A
2002/10/1,#N/A,1447,#N/A,#N/A,#N/A
2002/10/2,#N/A,1464.5,#N/A,9109.35,#N/A
2002/10/3,#N/A,1455,#N/A,8984.32,#N/A
2002/10/4,#N/A,1437.25,#N/A,9051.37,#N/A
2002/10/7,#N/A,1436,#N/A,8931.4,#N/A
2002/10/8,#N/A,1439.5,1272.94,8977.41,#N/A
2002/10/9,#N/A,1441.6,1247.53,8977.35,#N/A
2002/10/10,#N/A,1453,1241.55,8858.69,#N/A
2002/10/11,#N/A,1475.5,1237.14,8965.73,#N/A
2002/10/14,#N/A,1457.25,1243.74,#N/A,#N/A
